"title","name","vintage","type","temporal","spatial","url","modified","description","contact"
"Decennial Census: Decennial Post-Enumeration Survey","dec/pes",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/dec/pes","2021-03-25 00:00:00.0","Post-Enumeration Survey estimates of net coverage error and components of census coverage for the 2020 Census.","pio@census.gov"
"Decennial Census of Island Areas: U.S. Virgin Islands Demographic Profile","dec/dpvi",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/dpvi","2022-02-24 00:00:00.0","The U.S. Census Bureau conducts the Island Areas Censuses in partnership with the governments of American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, and the U.S. Virgin Islands to comply with the legal requirements set forth in Title 13 of the United States Code and to meet the specific data needs of the Island Areas. The 2020 Island Areas Censuses counted people living in the U.S. Island Areas using a long-form questionnaire to meet the Island Areas' data needs for demographic, social, economic, and housing unit information. This long-form questionnaire was similar to the American Community Survey questionnaire used in the 50 states, the District of Columbia, and Puerto Rico. With the release of the 2020 IAC Demographic Profile, the Census Bureau provides summary statistics for the Island Areas, including selected demographic and housing characteristics for places and minor civil divisions (MCDs).","pio@census.gov"
"2020 Commonwealth of the Northern Mariana Islands Demographic Profile","dec/dpmp",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/dpmp","2022-05-04 00:00:00.0","The U.S. Census Bureau conducts the Island Areas Censuses in partnership with the governments of American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, and the U.S. Virgin Islands to comply with the legal requirements set forth in Title 13 of the United States Code and to meet the specific data needs of the Island Areas. The 2020 Island Areas Censuses counted people living in the U.S. Island Areas using a long-form questionnaire to meet the Island Areas' data needs for demographic, social, economic, and housing unit information. This long-form questionnaire was similar to the American Community Survey questionnaire used in the 50 states, the District of Columbia, and Puerto Rico. With the release of the 2020 IAC Demographic Profile, the Census Bureau provides summary statistics for the Island Areas, including selected demographic and housing characteristics for places and minor civil divisions (MCDs).","pio@census.gov"
"Decennial Census of Island Areas: Guam Demographic Profile","dec/dpgu",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/dpgu","2022-02-24 00:00:00.0","The U.S. Census Bureau conducts the Island Areas Censuses in partnership with the governments of American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, and the U.S. Virgin Islands to comply with the legal requirements set forth in Title 13 of the United States Code and to meet the specific data needs of the Island Areas. The 2020 Island Areas Censuses counted people living in the U.S. Island Areas using a long-form questionnaire to meet the Island Areas' data needs for demographic, social, economic, and housing unit information. This long-form questionnaire was similar to the American Community Survey questionnaire used in the 50 states, the District of Columbia, and Puerto Rico. With the release of the 2020 IAC Demographic Profile, the Census Bureau provides summary statistics for the Island Areas, including selected demographic and housing characteristics for places and minor civil divisions (MCDs).","pio@census.gov"
"Decennial Census of Island Areas: American Samoa Demographic Profile","dec/dpas",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/dpas","2022-02-24 00:00:00.0","The U.S. Census Bureau conducts the Island Areas Censuses in partnership with the governments of American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, and the U.S. Virgin Islands to comply with the legal requirements set forth in Title 13 of the United States Code and to meet the specific data needs of the Island Areas. The 2020 Island Areas Censuses counted people living in the U.S. Island Areas using a long-form questionnaire to meet the Island Areas' data needs for demographic, social, economic, and housing unit information. This long-form questionnaire was similar to the American Community Survey questionnaire used in the 50 states, the District of Columbia, and Puerto Rico. With the release of the 2020 IAC Demographic Profile, the Census Bureau provides summary statistics for the Island Areas, including selected demographic and housing characteristics for places and minor civil divisions (MCDs).","pio@census.gov"
"2020 Demographic Profile","dec/dp",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/dp","2020-10-27 00:00:00.0","This product will include topics such as age, sex, race, Hispanic or Latino origin, household type, relationship to householder, group quarters population, housing occupancy and housing tenure.","pio@census.gov"
"Decennial Census of Island Areas: U.S. Virgin Islands Demographic and Housing Characteristics","dec/dhcvi",2020,"Aggregate","2020/2020","U.S. Virgin Islands","http://api.census.gov/data/2020/dec/dhcvi","2022-10-13 00:00:00.0","This product will include some of the demographic and housing tables previously included in the 2010 Census Summary File 1 (SF1). It will include topics such as age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure. Some tables will be iterated by race and ethnicity.","pio@census.gov"
"Decennial Census of Island Areas: Commonwealth of the Northern Mariana Islands Demographic and Housing Characteristics","dec/dhcmp",2020,"Aggregate","2020/2020","Commonwealth of the Northern Mariana Islands","http://api.census.gov/data/2020/dec/dhcmp","2022-10-13 00:00:00.0","This product will include some of the demographic and housing tables previously included in the 2010 Census Summary File 1 (SF1). It will include topics such as age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure. Some tables will be iterated by race and ethnicity.","pio@census.gov"
"Decennial Census of Island Areas: Guam Demographic and Housing Characteristics","dec/dhcgu",2020,"Aggregate","2020/2020","Guam","http://api.census.gov/data/2020/dec/dhcgu","2022-10-13 00:00:00.0","This product will include some of the demographic and housing tables previously included in the 2010 Census Summary File 1 (SF1). It will include topics such as age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure. Some tables will be iterated by race and ethnicity.","pio@census.gov"
"Decennial Census of Island Areas: American Samoa Demographic and Housing Characteristics","dec/dhcas",2020,"Aggregate","2020/2020","American Samoa","http://api.census.gov/data/2020/dec/dhcas","2022-10-13 00:00:00.0","This product will include some of the demographic and housing tables previously included in the 2010 Census Summary File 1 (SF1). It will include topics such as age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure. Some tables will be iterated by race and ethnicity.","pio@census.gov"
"Decennial Census: Demographic and Housing Characteristics","dec/dhc",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/dhc","2022-09-16 00:00:00.0","This product will include topics such as age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure. Some tables will be iterated by race and ethnicity.","pio@census.gov"
"2020 Detailed Demographic and Housing Characteristics File B","dec/ddhcb",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/ddhcb","2023-05-09 12:48:31.0","This data product provides household type and tenure data, including total household count, for detailed race and ethnicity groups and American Indian and Alaska Native tribes and villages.","pio@census.gov"
"Decennial Census: Detailed Demographic and Housing Characteristics File A","dec/ddhca",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/dec/ddhca","2022-09-09 00:00:00.0","This product provides the population counts and sex and age statistics for detailed racial and ethnic groups and American Indian and Alaska Native tribes and villages.","pio@census.gov"
"Decennial Census of Island Areas: U.S. Virgin Islands Detailed Crosstabulations","dec/crosstabvi",2020,"Aggregate","2020/2020","U.S. Virgin Islands","http://api.census.gov/data/2020/dec/crosstabvi","2023-05-09 10:44:57.0","This product will include key socio-demographic and economic variables presented in cross-tabulations that present the complex data together.","pio@census.gov"
"Decennial Census of Island Areas: Commonwealth of the Northern Mariana Islands Detailed Crosstabulations","dec/crosstabmp",2020,"Aggregate","2020/2020","Northern Mariana Islands","http://api.census.gov/data/2020/dec/crosstabmp","2023-05-09 10:45:29.0","This product will include key socio-demographic and economic variables presented in cross-tabulations that present the complex data together.","pio@census.gov"
"Decennial Census of Island Areas: Guam Detailed Crosstabulations","dec/crosstabgu",2020,"Aggregate","2020/2020","Guam","http://api.census.gov/data/2020/dec/crosstabgu","2023-05-09 10:46:02.0","This product will include….","pio@census.gov"
"Decennial Census of Island Areas: American Samoa Detailed Crosstabulations","dec/crosstabas",2020,"Aggregate","2020/2020","American Samoa","http://api.census.gov/data/2020/dec/crosstabas","2023-05-09 10:44:24.0","This product will include key socio-demographic and economic variables presented in cross-tabulations that present the complex data together.","pio@census.gov"
"2020 Census 119th Congressional District","dec/cd119",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/dec/cd119","2024-02-15 10:18:36.0","The Congressional District Summary File (119th Congress) (CD119) contains the data compiled from the questions asked of all people and about every housing unit in the 2020 Census. This product retabulates selected summary levels from the Demographic and Housing Characteristics File (DHC) for the 119th Congress and 2024 state legislative districts. Population items include age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure (whether a housing unit is owner-occupied or renter-occupied).","pio@census.gov"
"Decennial Census: 118th Congressional District Summary File","dec/cd118",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/dec/cd118","2022-10-25 00:00:00.0","The Congressional District Summary File (118th Congress) (CD118) contains the data compiled from the questions asked of all people and about every housing unit in the 2020 Census. This product retabulates selected summary levels from the Demographic and Housing Characteristics File (DHC) for the 118th Congress and 2022 state legislative districts. Population items include age, sex, race, Hispanic or Latino origin, household type, family type, relationship to householder, group quarters population, housing occupancy and housing tenure (whether a housing unit is owner-occupied or renter-occupied).","pio@census.gov"
"Current Population Survey: Voting Supplement","cps/voting/nov",2020,"Microdata","2020-11/2020-11","United States","http://api.census.gov/data/2020/cps/voting/nov","2021-04-01 00:00:00.0","Provides demographic information on persons who did and did not register to vote. Also measures number of persons who voted and reasons for not registering.","dsd.cps@census.gov"
"Current Population Survey: Veterans Supplement","cps/vets/aug",2020,"Microdata","2020-08/2020-08","United States","http://api.census.gov/data/2020/cps/vets/aug","2021-04-01 00:00:00.0","Provides data for veterans of the United States on Vietnam-theater and Persian Gulf-theater status, service-connected income, effect of a service-connected disability on current labor force participation and participation in veterans' programs.","dsd.cps@census.gov"
"Current Population Survey: School Enrollment Supplement","cps/school/oct",2020,"Microdata","2020-10/2020-10","United States","http://api.census.gov/data/2020/cps/school/oct","2021-06-29 00:00:00.0","Provides information on population 3 years old and older on school enrollment, junior or regular college attendance, and high school graduation.","dsd.cps@census.gov"
"Current Population Survey: Food Security Supplement","cps/foodsec/dec",2020,"Microdata","2020-12/2020-12","United States","http://api.census.gov/data/2020/cps/foodsec/dec","2021-09-15 00:00:00.0","Provides data that will measure hunger and food security. It will provide data on food expenditure, access to food, and food quality and safety.","dsd.cps@census.gov"
"Current Population Survey: Fertility Supplement","cps/fertility/jun",2020,"Microdata","2020-06/2020-06","United States","http://api.census.gov/data/2020/cps/fertility/jun","2021-05-20 00:00:00.0","Provides data on the number of children that women aged 15-50 have ever had, year of first birth, mother's age at first birth, and marital status at first birth.","dsd.cps@census.gov"
"Current Population Survey: Displaced Worker, Employee Tenure, and Occupational Mobility Supplement","cps/dwjt/jan",2020,"Microdata","2020-01/2020-01","United States","http://api.census.gov/data/2020/cps/dwjt/jan","2020-08-19 00:00:00.0","Displaced Workers: Provides data on workers who lost a job in the last 3 years due to plant closing, shift elimination, or other work-related reason. Job Tenure: Provides data that will measure an individual's tenure with his/her current employer and in his/her current occupation.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/sep",2020,"Microdata","2020-09/2020-09","United States","http://api.census.gov/data/2020/cps/basic/sep","2020-01-28 06:50:25.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/oct",2020,"Microdata","2020-10/2020-10","United States","http://api.census.gov/data/2020/cps/basic/oct","2020-01-28 06:50:25.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/nov",2020,"Microdata","2020-11/2020-11","United States","http://api.census.gov/data/2020/cps/basic/nov","2020-01-28 06:50:25.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/may",2020,"Microdata","2020-05/2020-05","United States","http://api.census.gov/data/2020/cps/basic/may","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/mar",2020,"Microdata","2020-03/2020-03","United States","http://api.census.gov/data/2020/cps/basic/mar","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/jun",2020,"Microdata","2020-06/2020-06","United Statess","http://api.census.gov/data/2020/cps/basic/jun","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/jul",2020,"Microdata","2020-07/2020-07","United States","http://api.census.gov/data/2020/cps/basic/jul","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/jan",2020,"Microdata","2020-01/2020-01","United States","http://api.census.gov/data/2020/cps/basic/jan","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/feb",2020,"Microdata","2020-02/2020-02","United States","http://api.census.gov/data/2020/cps/basic/feb","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/dec",2020,"Microdata","2020-12/2020-12","United States","http://api.census.gov/data/2020/cps/basic/dec","2020-01-28 06:50:25.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/aug",2020,"Microdata","2020-08/2020-08","United States","http://api.census.gov/data/2020/cps/basic/aug","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey: Basic Monthly","cps/basic/apr",2020,"Microdata","2020-04/2020-04","United States","http://api.census.gov/data/2020/cps/basic/apr","2020-01-28 06:50:24.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the  Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, health insurance, and migration data from the Annual Social and Economic Supplement (ASEC), and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Current Population Survey Annual Social and Economic Supplement","cps/asec/mar",2020,"Microdata","2020-03/2020-03","United States","http://api.census.gov/data/2020/cps/asec/mar","2020-08-17 00:00:00.0","The Annual Social and Economic Supplement or March CPS supplement is the primary source of detailed information on income and work experience in the United States. Numerous publications based on this survey are issued each year by the Bureaus of Labor Statistics and Census. A public-use microdata file is available for private researchers, who also produce many academic and policy-related documents based on these data.    The Annual Social and Economic Supplement is used to generate the annual Population Profile of the United States, reports on geographical mobility and educational attainment, and detailed analysis of money income and poverty status. The labor force and work experience data from this survey are used to profile the U.S. labor market and to make employment projections.    To allow for the same type of in-depth analysis of hispanics, additional hispanic sample units are added to the basic CPS sample in March each year. Additional weighting is also performed so that estimates can be made for households and families, in addition to persons.","dsd.cps@census.gov"
"Current Population Survey: Arts Benchmarking Supplement","cps/arts/feb",2020,"Microdata","2020-02/2020-02","United States","http://api.census.gov/data/2020/cps/arts/feb","2021-01-19 00:00:00.0","ABS collects information about individual attendance and involvement in the arts and cultural activity.","dsd.cps@census.gov"
"Economic Surveys: Business Patterns: County Business Patterns","cbp",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/cbp","2022-01-05 00:00:00.0","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry for establishments with paid employees. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. Data for establishments are presented by geographic area, 2- thru 6-digit NAICS industry, Legal Form of Organization (U.S. and state only), and employment size of the establishment.","econ.dissemination@census.gov"
"2016-2020 American Community Survey: Migration Flows","acs/flows",2020,"Aggregate","2020/2020","COUNTY","http://api.census.gov/data/2020/acs/flows","2022-09-12 00:00:00.0","Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"". There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago. Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places. Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset. Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets. The variables change for each dataset and do not repeat in overlapping datasets. In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g. nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.","sehsd.migration@census.gov"
"American Community Survey: 5-Year Estimates: Subject Tables 5-Year","acs/acs5/subject",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/acs/acs5/subject","2021-07-13 00:00:00.0","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.","acso.users.support@census.gov"
"2020 American Community Survey: 5-Year Estimates - Public Use Microdata Sample Puerto Rico","acs/acs5/pumspr",2020,"Microdata",,,"http://api.census.gov/data/2020/acs/acs5/pumspr","2022-01-31 00:00:00.0","The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.","acso.users.support@census.gov"
"2020 American Community Survey: 5-Year Estimates - Public Use Microdata Sample","acs/acs5/pums",2020,"Microdata",,,"http://api.census.gov/data/2020/acs/acs5/pums","2022-01-31 00:00:00.0","The American Community Survey (ACS) Public Use Microdata Sample (PUMS) contains a sample of responses to the ACS. The ACS PUMS dataset includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. ACS PUMS data are available at the nation, state, and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition each state into contiguous geographic units containing roughly 100,000 people each. ACS PUMS files for an individual year, such as 2020, contain data on approximately one percent of the United States population.","acso.users.support@census.gov"
"American Community Survey: 5-Year Estimates: Data Profiles 5-Year","acs/acs5/profile",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/acs/acs5/profile","2021-07-13 00:00:00.0","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, housing, and demographic characteristics of the U.S. population. The ACS 5-year data profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. The Data profiles contain broad social, economic, housing, and demographic information. The data are presented as both counts and percentages. There are over 2,400 variables in this dataset.","acso.users.support@census.gov"
"American Community Survey: 5-Year Estimates: Comparison Profiles 5-Year","acs/acs5/cprofile",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/acs/acs5/cprofile","2021-07-13 00:00:00.0","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The Comparison Profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Comparison Profiles contain broad social, economic, housing, and demographic information. The data are presented as both counts and percentages. There are over 2,400 variables in this dataset.","acso.users.support@census.gov"
"American Community Survey: 5-Year Estimates: Detailed Tables 5-Year","acs/acs5",2020,"Aggregate","2020/2020","US","http://api.census.gov/data/2020/acs/acs5","2021-07-13 00:00:00.0","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Summary files include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts (117th Congress), all counties, all places, and all tracts and block groups. Summary files contain the most detailed cross-tabulations, many of which are published down to block groups. The data are population and housing counts. There are over 64,000 variables in this dataset.","acso.users.support@census.gov"
"Economic Surveys: Nonemployer Statistics by Demographics: Characteristics of Business Owners","absnesdo",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/absnesdo","2023-08-15 15:23:45.0","The Nonemployer Statistics by Demographics (NES-D): Characteristics of Business Owners estimates provide information on selected economic and demographic characteristics of business owners tabulated by sex, ethnicity, race, and veteran status of an owner. Included in the universe are nonemployer businesses with no paid employment or payroll, annual receipts of $1,000 or more ($1 or more in the construction industries) and filing IRS tax forms for sole proprietorships (Form 1040, Schedule C), partnerships (Form 1065), or corporations (the Form 1120 series).","adep.annual.business.survey@census.gov"
"2020 Nonemployer Statistics by Demographics Series (NES-D): Company Summary","absnesd",2020,"Aggregate","2020/2020","United States","http://api.census.gov/data/2020/absnesd","2023-08-15 15:23:48.0","The Nonemployer Statistics by Demographics (NES-D): Company Summary estimates provide economic data classified by sex, ethnicity, race, and veteran status of nonemployer firms. The NES-D is not a survey; rather, it leverages existing administrative records to assign demographic characteristics to the universe of nonemployer businesses. The nonemployer universe is comprised of businesses with no paid employment or payroll, annual receipts of $1,000 or more ($1 or more in the construction industries), and filing IRS tax forms for sole proprietorships (Form 1040, Schedule C), partnerships (Form 1065), or corporations (the Form 1120 series). Data for all firms are also presented. These estimates are produced by combining estimates for nonemployer firms from the Nonemployer Statistics by Demographics (NESD) and employer firms from the Annual Business Survey (ABS).","adep.annual.business.survey@census.gov"
